order_id,order_date,amount,product_id
1192,2022-03-26,479.82,34
1193,2022-03-15,44.1,16
1194,2022-03-28,78.25,9
1195,2022-03-26,243.03,34
1196,2022-03-18,305.82,49
1197,2022-03-15,314.07,47
1198,2022-03-17,224.84,36
1199,2022-03-15,450.66,48
1200,2022-03-28,247.84,17
1201,2022-03-25,138.68,41
1202,2022-03-09,387.59,34
1203,2022-04-21,134.84,29
1204,2022-04-03,362.5,16
1205,2022-04-09,181.21,35
1206,2022-04-03,86.42,15
1207,2022-04-13,353.1,46
1208,2022-04-07,50.83,27
1209,2022-04-11,280.45,27
1210,2022-04-02,119.28,27
1211,2022-04-13,454.32,38
1212,2022-04-23,29.38,49
1213,2022-04-19,202.58,1
1214,2022-04-12,163.33,25
1215,2022-04-28,447.99,27
1216,2022-04-18,378.81,35
1217,2022-04-26,309.56,15
1218,2022-04-16,125.32,28
1219,2022-04-16,33.93,22
1220,2022-04-22,345.99,26
1221,2022-04-24,99.22,30
1222,2022-04-05,490.75,35
1223,2022-04-01,455.33,38
1224,2022-04-19,338.24,6
1225,2022-04-21,225.73,30
1226,2022-04-06,44.14,25
1227,2022-04-11,121.6,21
1228,2022-04-11,385.39,25
1229,2022-04-09,380.96,27
1230,2022-04-09,420.76,31
1231,2022-04-01,379.53,4
1232,2022-04-12,127.63,5
1233,2022-04-25,479.5,3
1234,2022-04-25,34.89,16
1235,2022-04-07,422.83,40
1236,2022-04-05,134.5,31
1237,2022-04-22,74.91,14
1238,2022-04-15,355.74,50
1239,2022-04-12,100.54,39
1240,2022-04-24,364.81,50
1241,2022-04-27,98.61,20
1242,2022-04-04,297.77,20
1243,2022-04-19,345.13,25
1244,2022-04-13,471.91,13
1245,2022-04-03,304.21,41
1246,2022-04-08,68.91,50
1247,2022-04-10,428.14,39
1248,2022-04-26,78.11,37
1249,2022-04-26,39.71,35
1250,2022-04-14,337.53,5
1251,2022-04-17,330.82,1
1252,2022-04-28,221.63,32
1253,2022-04-04,228.09,24
1254,2022-04-21,447.96,30
1255,2022-04-23,93.44,12
1256,2022-04-24,270.44,42
1257,2022-04-09,315.64,35
1258,2022-04-25,252.08,28
1259,2022-04-27,370.89,18
1260,2022-04-11,428.82,6
1261,2022-04-09,443.18,16
1262,2022-04-25,243.06,40
1263,2022-04-22,201.91,2
1264,2022-04-16,428.46,12
1265,2022-04-16,121.82,17
1266,2022-04-11,154.24,39
1267,2022-04-23,442.45,36
1268,2022-04-01,267.98,13
1269,2022-04-03,135.85,27
1270,2022-04-16,286.48,16
1271,2022-04-23,248.52,46
1272,2022-04-16,235.12,2
1273,2022-04-03,161.23,26
1274,2022-05-10,338.7,24
1275,2022-05-16,285.67,23
1276,2022-05-14,498.38,36
1277,2022-05-11,188.87,30
1278,2022-05-09,167.18,15
1279,2022-05-04,366.22,21
1280,2022-05-04,376.58,49
1281,2022-05-23,108.87,14
1282,2022-05-24,252.42,47
1283,2022-05-19,488.77,34
1284,2022-05-20,155.84,7
1285,2022-05-27,113.18,15
1286,2022-05-12,106.13,1
1287,2022-05-23,276.38,18
1288,2022-05-02,487.66,36
1289,2022-05-10,354.76,9
1290,2022-05-21,436.86,32
1291,2022-05-04,438.91,37
1292,2022-05-10,245.31,29
1293,2022-05-11,108.49,4
1294,2022-05-09,471.71,31
1295,2022-05-04,414.62,26
1296,2022-05-16,55.56,41
1297,2022-05-22,45.73,10
1298,2022-05-26,290.16,20
1299,2022-05-03,497.08,8
1300,2022-05-18,386.93,39
1301,2022-05-20,399.56,15
1302,2022-05-25,270.83,29
1303,2022-05-15,162.73,38
1304,2022-05-14,166.58,40
1305,2022-05-02,312.62,48
1306,2022-05-04,474.84,14
1307,2022-05-21,121.29,43
1308,2022-05-03,95.39,12
1309,2022-05-18,56.03,1
1310,2022-05-14,236.24,39
1311,2022-05-16,159.8,15
1312,2022-05-10,359.34,45
1313,2022-05-28,237.94,44
1314,2022-05-08,463.48,41
1315,2022-05-19,337.37,13
1316,2022-05-14,75.09,15
1317,2022-05-21,91.51,18
1318,2022-05-27,88.27,4
1319,2022-05-06,400.46,39
1320,2022-05-24,415.64,19
1321,2022-05-15,79.69,45
1322,2022-05-10,355.87,18
1323,2022-05-17,279.19,29
1324,2022-05-03,307.06,28
1325,2022-05-24,174.71,17
1326,2022-05-01,63.84,44
1327,2022-05-27,433.05,38
1328,2022-05-01,499.79,44
1329,2022-06-19,39.31,49
1330,2022-06-06,245.84,42
1331,2022-06-15,459.71,12
1332,2022-06-19,229.22,32
1333,2022-06-03,245.6,27
1334,2022-06-11,174.11,7
1335,2022-06-28,97.2,27
1336,2022-06-23,257.83,43
1337,2022-06-13,410.51,36
1338,2022-06-02,238.32,21
1339,2022-06-09,175.17,50
1340,2022-06-13,435.16,1
1341,2022-06-22,437.3,30
1342,2022-06-14,46.02,34
1343,2022-06-12,318.86,32
1344,2022-06-21,232.18,4
1345,2022-06-07,148.19,9
1346,2022-06-10,230.3,45
1347,2022-06-16,78.28,41
1348,2022-06-20,403.67,46
1349,2022-06-06,169.16,1
1350,2022-06-18,215.84,15
1351,2022-06-27,458.21,30
1352,2022-06-04,330.9,10
1353,2022-06-16,467.67,19
1354,2022-06-17,358.6,27
1355,2022-06-27,251.6,31
1356,2022-06-08,239.26,10
1357,2022-06-13,111.49,39
1358,2022-06-17,378.22,9
1359,2022-06-28,53.51,50
1360,2022-06-26,430.12,22
1361,2022-06-26,263.71,1
1362,2022-06-10,368.5,38
1363,2022-06-19,499.47,32
1364,2022-06-28,91.33,35
1365,2022-06-16,185.66,36
1366,2022-06-25,280.85,30
1367,2022-06-11,437.41,45
1368,2022-06-08,294.46,15
1369,2022-06-28,392.26,3
1370,2022-06-11,377.46,46
1371,2022-06-26,202.99,43
1372,2022-06-26,413.96,10
1373,2022-06-16,483.12,9
1374,2022-06-17,483.37,22
1375,2022-06-28,68.18,29
1376,2022-06-04,272.46,30
1377,2022-06-01,366.77,27
1378,2022-06-28,334.3,10
1379,2022-06-03,245.36,17
1380,2022-06-11,319.16,26
1381,2022-06-21,58.55,22
1382,2022-06-28,343.69,35
1383,2022-06-13,477.99,41
1384,2022-06-23,445.97,32
1385,2022-06-28,279.69,40
1386,2022-07-08,322.96,19
1387,2022-07-08,378.45,28
1388,2022-07-04,384.98,46
1389,2022-07-28,68.24,11
1390,2022-07-23,163.74,2
1391,2022-07-02,175.7,4
1392,2022-07-10,192.06,28
1393,2022-07-05,137.21,27
1394,2022-07-19,347.26,12
1395,2022-07-06,104.03,40
1396,2022-07-28,203.62,44
1397,2022-07-08,258.88,38
1398,2022-07-05,131.45,41
1399,2022-07-09,240.59,43
1400,2022-07-01,451.48,30
1401,2022-07-10,345.25,11
1402,2022-07-03,232.03,23
1403,2022-07-19,163.59,28
1404,2022-07-23,140.05,20
1405,2022-07-07,499.7,31
1406,2022-07-04,133.86,37
1407,2022-07-12,295.91,45
1408,2022-07-10,30.53,43
1409,2022-07-13,151.75,37
1410,2022-07-28,349.18,48
1411,2022-07-02,457.1,48
1412,2022-07-16,419.76,19
1413,2022-07-25,403.45,39
1414,2022-07-26,189.11,41
1415,2022-07-07,318.03,44
1416,2022-07-25,366.05,43
1417,2022-07-22,422.4,41
1418,2022-07-04,453.63,42
1419,2022-07-02,168.29,29
1420,2022-07-02,298.2,47
1421,2022-07-05,63.26,19
1422,2022-07-11,378.79,12
1423,2022-07-07,83.44,35
1424,2022-07-12,274.81,18
1425,2022-07-27,98.98,31
1426,2022-07-26,161.67,22
1427,2022-07-26,75.28,5
1428,2022-07-05,381.99,15
1429,2022-07-28,344.64,44
1430,2022-08-28,406.2,24
1431,2022-08-03,399.53,1
1432,2022-08-09,277.55,30
1433,2022-08-12,342.96,44
1434,2022-08-09,300.59,41
1435,2022-08-12,72.01,15
1436,2022-08-16,32.01,36
1437,2022-08-11,459.32,15
1438,2022-08-21,50.34,30
1439,2022-08-23,165.05,27
1440,2022-08-04,87.09,3
1441,2022-08-10,498.05,8
1442,2022-08-04,132.7,35
1443,2022-08-05,206.55,24
1444,2022-08-22,475.7,45
1445,2022-08-18,221.18,48
1446,2022-08-24,94.17,27
1447,2022-08-21,67.53,32
1448,2022-08-20,215.9,18
1449,2022-08-02,351.33,14
1450,2022-08-15,233.45,16
1451,2022-08-28,194.09,44
1452,2022-08-12,281.34,42
1453,2022-08-12,49.06,18
1454,2022-08-07,484.74,30
1455,2022-08-03,338.13,42
1456,2022-08-21,306.63,2
1457,2022-08-02,397.66,16
1458,2022-08-05,397.75,14
1459,2022-08-03,418.31,36
1460,2022-08-07,301.46,15
1461,2022-08-11,391.7,39
1462,2022-08-01,153.09,10
1463,2022-08-05,279.3,12
1464,2022-08-04,337.31,2
1465,2022-08-05,27.13,16
1466,2022-08-19,175.41,12
1467,2022-08-09,45.15,48
1468,2022-08-14,272.52,48
1469,2022-08-03,248.6,50
1470,2022-08-12,266.35,7
1471,2022-08-15,261.84,40
1472,2022-08-02,369.08,43
1473,2022-08-17,164.78,42
1474,2022-08-01,49.2,31
1475,2022-08-28,212.78,44
1476,2022-08-04,255.33,29
1477,2022-08-03,451.65,21
1478,2022-08-20,91.2,9
1479,2022-08-09,319.67,38
1480,2022-08-18,361.83,25
1481,2022-08-20,274.67,30
1482,2022-08-17,310.6,7
1483,2022-08-26,356.85,42
1484,2022-08-21,441.3,36
1485,2022-08-24,435.44,28
1486,2022-08-15,446.28,27
1487,2022-08-11,417.16,26
1488,2022-08-14,370.21,21
1489,2022-08-14,170.01,17
1490,2022-08-12,477.72,44
1491,2022-08-16,52.22,6
1492,2022-08-03,227.3,48
1493,2022-08-24,198.87,9
1494,2022-08-18,48.79,36
1495,2022-09-11,341.61,27
1496,2022-09-12,439.33,49
1497,2022-09-14,436.68,47
1498,2022-09-02,484.83,39
1499,2022-09-10,188.79,37
1500,2022-09-17,122.11,43
1501,2022-09-16,127.64,7
1502,2022-09-12,425.78,24
1503,2022-09-04,386.05,37
1504,2022-09-08,407.47,36
1505,2022-09-25,412.84,40
1506,2022-09-22,328.5,2
1507,2022-09-20,465.96,45
1508,2022-09-09,33.9,18
1509,2022-09-23,385.96,22
1510,2022-09-12,22.93,10
1511,2022-09-19,335.53,5
1512,2022-09-05,375.67,2
1513,2022-09-03,378.13,14
1514,2022-09-13,221.52,22
1515,2022-09-06,197.63,47
1516,2022-09-11,392.88,37
1517,2022-09-20,60.78,4
1518,2022-09-05,95.56,40
1519,2022-09-02,343.5,18
1520,2022-09-15,337.73,32
1521,2022-09-20,232.18,18
1522,2022-09-07,382.37,8
1523,2022-09-12,226.36,19
1524,2022-09-22,345.67,32
1525,2022-09-17,340.22,3
1526,2022-09-08,209.73,39
1527,2022-09-02,23.69,20
1528,2022-09-07,388.33,49
1529,2022-09-09,158.93,8
1530,2022-09-01,258.74,28
1531,2022-09-06,82.01,35
1532,2022-09-23,130.45,36
1533,2022-09-27,340.66,23
1534,2022-09-03,210.59,48
1535,2022-09-02,229.39,30
1536,2022-09-03,433.81,37
1537,2022-09-14,295.23,46
1538,2022-09-21,220.49,8
1539,2022-09-13,30.01,21
1540,2022-09-06,404.63,40
1541,2022-09-15,419.37,24
1542,2022-09-03,229.62,7
1543,2022-09-08,229.12,26
1544,2022-09-17,57.75,20
1545,2022-09-24,182.97,22
1546,2022-09-25,100.7,33
1547,2022-09-21,74.73,33
1548,2022-09-07,454.84,23
1549,2022-09-12,369.14,42
1550,2022-09-27,90.89,7
1551,2022-09-05,142.86,12
1552,2022-09-20,93.38,49
1553,2022-09-21,56.17,50
1554,2022-09-21,257.18,49
1555,2022-09-19,384.74,29
1556,2022-09-22,463.59,37
1557,2022-09-21,324.94,40
1558,2022-09-11,434.84,41
1559,2022-09-11,92.46,5
1560,2022-09-16,232.26,20
1561,2022-09-26,151.84,4
1562,2022-09-12,263.52,20
1563,2022-09-15,236.92,4
1564,2022-09-12,419.21,5
1565,2022-09-21,434.84,6
1566,2022-09-20,305.16,25
1567,2022-09-15,298.56,48
1568,2022-09-02,235.87,37
1569,2022-09-21,110.35,39
1570,2022-10-17,92.41,4
1571,2022-10-15,69.68,22
1572,2022-10-23,60.48,42
1573,2022-10-06,38.79,46
1574,2022-10-15,495.67,34
1575,2022-10-17,312.71,24
1576,2022-10-12,460.61,25
1577,2022-10-14,391.74,44
1578,2022-10-20,45.14,41
1579,2022-10-21,180.63,22
1580,2022-10-04,287.82,25
1581,2022-10-10,140.96,43
1582,2022-10-20,439.17,22
1583,2022-10-03,299.71,10
1584,2022-10-12,168.91,42
1585,2022-10-23,337.82,9
1586,2022-10-20,360.24,6
1587,2022-10-10,288.28,42
1588,2022-10-26,177.67,9
1589,2022-10-22,357.36,48
1590,2022-10-22,457.98,6
1591,2022-10-21,341.82,33
1592,2022-10-12,28.75,20
1593,2022-10-06,476.56,22
1594,2022-10-25,253.41,15
1595,2022-10-05,94.37,19
1596,2022-10-28,398.3,33
1597,2022-10-25,279.09,48
1598,2022-10-17,38.12,22
1599,2022-10-25,316.66,39
1600,2022-10-13,94.04,12
1601,2022-10-27,352.57,40
1602,2022-10-26,453.27,47
1603,2022-10-15,40.97,24
1604,2022-10-22,365.4,29
1605,2022-10-20,156.77,48
1606,2022-10-26,235.49,35
1607,2022-10-08,168.54,31
1608,2022-10-27,113.13,44
1609,2022-10-19,492.53,30
1610,2022-10-25,155.25,25
1611,2022-10-17,273.18,11
1612,2022-10-27,115.85,39
1613,2022-10-05,439.04,4
1614,2022-10-21,250.68,24
1615,2022-10-18,468.46,46
1616,2022-10-28,267.64,8
1617,2022-10-10,60.26,11
1618,2022-10-09,235.67,33
1619,2022-10-05,418.9,6
1620,2022-10-08,412.02,23
1621,2022-10-01,219.15,26
1622,2022-10-17,199.5,25
1623,2022-10-03,199.96,2
1624,2022-10-11,466.8,46
1625,2022-10-21,180.94,10
1626,2022-10-05,38.39,31
1627,2022-10-23,418.93,49
1628,2022-10-23,245.17,40
1629,2022-10-01,454.81,2
1630,2022-10-09,123.51,10
1631,2022-10-18,471.31,39
1632,2022-10-17,223.16,50
1633,2022-10-10,134.07,8
1634,2022-10-02,134.45,41
1635,2022-10-26,318.95,5
1636,2022-10-04,421.61,32
1637,2022-10-20,277.31,41
1638,2022-10-17,296.02,46
1639,2022-10-05,159.81,1
1640,2022-11-12,135.47,27
1641,2022-11-06,338.9,6
1642,2022-11-17,487.83,5
1643,2022-11-17,281.16,33
1644,2022-11-18,29.76,31
1645,2022-11-02,325.12,24
1646,2022-11-09,378.71,23
1647,2022-11-26,52.43,16
1648,2022-11-24,335.41,7
1649,2022-11-25,299.31,49
1650,2022-11-11,84.04,23
1651,2022-11-18,182.5,42
1652,2022-11-06,418.58,44
1653,2022-11-15,490.79,31
1654,2022-11-21,107.49,9
1655,2022-11-03,363.7,30
1656,2022-11-02,160.85,3
1657,2022-11-26,115.75,3
1658,2022-11-11,468.02,33
1659,2022-11-13,494.78,35
1660,2022-11-16,141.59,49
1661,2022-11-21,111.73,23
1662,2022-11-28,394.8,42
1663,2022-11-11,151.14,24
1664,2022-11-14,446.95,48
1665,2022-11-15,449.43,25
1666,2022-11-11,487.39,32
1667,2022-11-23,258.81,34
1668,2022-11-09,404.55,47
1669,2022-11-14,57.88,39
1670,2022-11-27,106.62,19
1671,2022-11-11,69.25,21
1672,2022-11-22,161.91,29
1673,2022-11-20,364.48,11
1674,2022-11-23,233.08,29
1675,2022-11-02,368.87,23
1676,2022-11-20,499.11,18
1677,2022-11-21,490.41,4
1678,2022-11-03,342.17,26
1679,2022-11-12,266.28,48
1680,2022-11-22,96.79,2
1681,2022-11-05,427.36,44
1682,2022-11-26,230.32,9
1683,2022-11-03,133.28,42
1684,2022-11-12,193.83,37
1685,2022-11-02,310.45,44
1686,2022-11-15,475.44,24
1687,2022-11-15,386.28,37
1688,2022-11-05,274.14,26
1689,2022-11-11,331.79,16
1690,2022-11-04,32.44,12
1691,2022-11-16,268.52,36
1692,2022-11-04,145.65,17
1693,2022-11-23,234.21,40
1694,2022-11-10,353.11,32
1695,2022-11-07,78.87,5
1696,2022-11-15,102.88,46
1697,2022-11-15,498.69,44
1698,2022-11-28,493.56,43
1699,2022-11-12,360.58,36
1700,2022-11-18,159.37,20
1701,2022-11-28,95.6,46
1702,2022-11-23,326.1,24
1703,2022-11-17,127.64,13
1704,2022-11-26,86.66,32
1705,2022-11-01,193.23,37
1706,2022-11-12,244.35,36
1707,2022-11-05,313.74,6
1708,2022-11-03,168.46,46
1709,2022-11-24,249.76,27
1710,2022-11-25,216.53,37
1711,2022-11-03,80.16,21
1712,2022-11-21,55.6,30
1713,2022-11-22,268.33,9
1714,2022-11-27,394.53,41
1715,2022-11-19,107.34,9
1716,2022-11-14,261.37,4
1717,2022-11-27,79.6,10
1718,2022-11-10,99.04,21
1719,2022-12-12,474.79,34
1720,2022-12-10,426.05,17
1721,2022-12-07,324.83,36
1722,2022-12-09,80.08,20
1723,2022-12-20,276.07,33
1724,2022-12-21,100.95,38
1725,2022-12-05,102.18,40
1726,2022-12-24,452.96,22
1727,2022-12-27,463.49,3
1728,2022-12-27,434.61,6
1729,2022-12-02,475.3,50
1730,2022-12-19,147.03,14
1731,2022-12-25,294.63,40
1732,2022-12-21,34.54,41
1733,2022-12-18,159.04,20
1734,2022-12-16,137.54,44
1735,2022-12-13,162.77,5
1736,2022-12-23,48.76,29
1737,2022-12-14,252.44,14
1738,2022-12-11,311.2,21
1739,2022-12-28,364.81,47
1740,2022-12-28,185.78,26
1741,2022-12-05,385.12,33
1742,2022-12-18,70.97,16
1743,2022-12-15,78.81,29
1744,2022-12-08,87.62,4
1745,2022-12-10,473.78,40
1746,2022-12-14,139.17,11
1747,2022-12-27,177.17,37
1748,2022-12-24,170.1,49
1749,2022-12-06,259.17,33
1750,2022-12-15,259.4,20
1751,2022-12-16,31.12,26
1752,2022-12-17,239.47,16
1753,2022-12-07,300.01,4
1754,2022-12-02,155.05,39
1755,2022-12-27,334.04,31
1756,2022-12-10,277.61,7
1757,2022-12-14,84.29,17
1758,2022-12-24,195.57,26
1759,2022-12-12,41.72,4
1760,2022-12-19,289.67,24
1761,2022-12-18,158.53,25
1762,2022-12-17,236.17,36
1763,2022-12-09,416.15,40
1764,2022-12-22,313.3,9
1765,2022-12-04,209.07,22
1766,2022-12-18,470.7,49
1767,2022-12-05,115.55,33
1768,2022-12-13,260.04,3
1769,2022-12-02,85.78,22
1770,2022-12-26,247.4,30
1771,2022-12-05,311.01,33
1772,2022-12-05,177.42,40
1773,2023-01-06,208.62,40
1774,2023-01-24,424.45,38
1775,2023-01-11,263.51,33
1776,2023-01-18,255.13,37
1777,2023-01-10,247.95,2
1778,2023-01-12,179.0,8
1779,2023-01-14,300.18,47
1780,2023-01-28,350.26,2
1781,2023-01-20,247.8,42
1782,2023-01-26,486.59,38
1783,2023-01-19,129.22,4
1784,2023-01-19,250.62,34
1785,2023-01-21,366.17,50
1786,2023-01-27,202.49,44
1787,2023-01-08,35.15,45
1788,2023-01-04,111.58,29
1789,2023-01-11,221.01,27
1790,2023-01-23,117.87,33
1791,2023-01-25,313.51,31
1792,2023-01-28,427.22,47
1793,2023-01-02,358.77,34
1794,2023-01-07,289.23,43
1795,2023-01-16,272.23,21
1796,2023-01-06,240.64,35
1797,2023-01-11,282.21,44
1798,2023-01-25,436.47,44
1799,2023-01-21,405.75,17
1800,2023-01-20,252.41,16
1801,2023-01-09,287.88,15
1802,2023-01-10,390.16,46
1803,2023-01-07,351.32,32
1804,2023-01-11,250.31,36
1805,2023-01-26,366.4,19
1806,2023-01-04,295.27,35
1807,2023-01-13,449.97,26
1808,2023-01-27,185.66,50
1809,2023-01-26,90.31,3
1810,2023-01-10,478.55,6
1811,2023-01-12,463.52,42
1812,2023-01-09,378.72,14
1813,2023-01-07,417.42,18
1814,2023-01-18,354.16,9
1815,2023-01-04,315.52,38
1816,2023-01-08,136.38,43
1817,2023-01-17,128.32,15
1818,2023-01-02,68.1,22
1819,2023-01-23,246.75,44
1820,2023-01-25,85.98,36
1821,2023-01-06,215.32,31
1822,2023-01-16,332.26,49
1823,2023-01-10,174.16,42
1824,2023-01-02,455.81,6
1825,2023-01-21,295.58,35
1826,2023-01-24,367.1,3
1827,2023-01-06,220.58,12
1828,2023-01-02,498.64,26
1829,2023-01-26,257.78,48
1830,2023-01-28,464.5,3
1831,2023-01-01,163.23,39
1832,2023-01-04,465.66,22
1833,2023-02-15,494.77,35
1834,2023-02-17,257.08,9
1835,2023-02-28,262.02,18
1836,2023-02-07,408.23,22
1837,2023-02-06,370.94,42
1838,2023-02-09,364.93,1
1839,2023-02-24,181.81,19
1840,2023-02-19,343.71,13
1841,2023-02-06,313.26,41
1842,2023-02-13,416.96,33
1843,2023-02-11,61.63,43
1844,2023-02-04,108.69,9
1845,2023-02-16,175.33,16
1846,2023-02-01,145.18,16
1847,2023-02-15,381.8,22
1848,2023-02-10,299.58,37
1849,2023-02-01,145.55,24
1850,2023-02-23,133.43,43
1851,2023-02-04,243.39,11
1852,2023-02-13,349.32,46
1853,2023-02-25,169.27,8
1854,2023-02-21,459.74,19
1855,2023-02-12,315.02,15
1856,2023-02-05,249.53,30
1857,2023-02-24,494.64,24
1858,2023-02-14,356.93,31
1859,2023-02-25,278.01,43
1860,2023-02-27,124.84,16
1861,2023-02-22,382.27,6
1862,2023-02-17,234.44,46
1863,2023-02-12,57.49,37
1864,2023-02-04,49.64,36
1865,2023-02-17,117.04,35
1866,2023-02-05,98.98,34
1867,2023-02-15,75.8,14
1868,2023-02-23,299.91,6
1869,2023-02-17,233.83,4
1870,2023-02-15,83.33,27
1871,2023-02-15,290.68,36
1872,2023-02-15,342.93,20
